weather,direction,speed
,,
mist,0,0
broken clouds,6,0
broken clouds,20,0
broken clouds,34,0
broken clouds,47,0
broken clouds,61,0
broken clouds,75,0
broken clouds,89,0
broken clouds,102,0
broken clouds,116,0
broken clouds,130,0
broken clouds,144,0
broken clouds,157,0
broken clouds,171,0
broken clouds,185,0
broken clouds,199,0
broken clouds,213,0
broken clouds,226,0
broken clouds,240,0
broken clouds,254,0
broken clouds,268,0
broken clouds,281,0
broken clouds,295,0
broken clouds,309,0
broken clouds,323,0
sky is clear,337,0
sky is clear,346,0
sky is clear,157,0
sky is clear,45,0
sky is clear,140,0
sky is clear,157,0
sky is clear,157,0
sky is clear,157,0
sky is clear,157,0
light rain,110,0
sky is clear,337,0
sky is clear,337,0
sky is clear,0,0
sky is clear,130,0
sky is clear,202,1
sky is clear,40,0
sky is clear,320,11
sky is clear,20,0
sky is clear,202,0
sky is clear,225,0
sky is clear,180,0
sky is clear,45,0
sky is clear,110,0
sky is clear,180,0
sky is clear,180,0
sky is clear,172,0
sky is clear,164,0
sky is clear,157,1
sky is clear,157,0
sky is clear,202,0
sky is clear,45,0
sky is clear,157,0
few clouds,168,0
sky is clear,180,0
sky is clear,274,0
sky is clear,240,0
sky is clear,10,1
sky is clear,10,0
sky is clear,40,1
sky is clear,10,1
sky is clear,30,0
sky is clear,22,0
sky is clear,22,1
sky is clear,22,3
sky is clear,274,0
sky is clear,22,3
sky is clear,22,1
sky is clear,22,3
sky is clear,22,0
sky is clear,274,0
sky is clear,0,0
sky is clear,22,0
sky is clear,22,0
sky is clear,22,0
sky is clear,270,0
broken clouds,0,0
sky is clear,200,1
sky is clear,240,0
sky is clear,190,0
sky is clear,280,0
sky is clear,20,1
sky is clear,360,2
sky is clear,20,1
sky is clear,10,1
sky is clear,10,1
sky is clear,15,1
sky is clear,20,0
sky is clear,190,0
sky is clear,360,0
sky is clear,22,0
sky is clear,45,0
sky is clear,0,0
sky is clear,22,1
sky is clear,0,0
sky is clear,0,0
sky is clear,274,0
sky is clear,202,0
sky is clear,274,0
sky is clear,337,1
sky is clear,337,0
sky is clear,225,0
sky is clear,337,1
sky is clear,270,0
sky is clear,180,0
sky is clear,22,1
sky is clear,22,1
sky is clear,45,1
sky is clear,22,0
sky is clear,22,1
sky is clear,22,0
sky is clear,11,0
sky is clear,0,0
sky is clear,40,0
sky is clear,10,0
sky is clear,180,0
sky is clear,22,0
sky is clear,22,0
sky is clear,180,0
sky is clear,0,0
sky is clear,337,1
sky is clear,22,0
sky is clear,337,0
sky is clear,337,0
sky is clear,337,2
sky is clear,337,2
sky is clear,240,0
sky is clear,0,0
sky is clear,337,0
sky is clear,10,2
sky is clear,360,1
sky is clear,20,1
sky is clear,22,2
sky is clear,18,1
sky is clear,14,1
sky is clear,10,1
sky is clear,0,0
sky is clear,45,0
sky is clear,30,0
sky is clear,40,0
sky is clear,40,0
sky is clear,0,0
sky is clear,22,0
few clouds,0,0
sky is clear,220,0
sky is clear,274,0
sky is clear,0,0
sky is clear,274,0
sky is clear,274,0
sky is clear,200,0
sky is clear,240,0
sky is clear,0,0
sky is clear,0,0
sky is clear,40,0
sky is clear,330,4
sky is clear,30,0
sky is clear,0,0
sky is clear,10,1
sky is clear,30,0
sky is clear,22,0
sky is clear,10,1
sky is clear,22,0
sky is clear,10,0
sky is clear,22,0
sky is clear,22,0
sky is clear,22,0
sky is clear,22,0
sky is clear,0,0
sky is clear,274,0
sky is clear,210,0
sky is clear,274,0
sky is clear,274,0
sky is clear,274,0
sky is clear,230,0
sky is clear,200,1
sky is clear,0,0
sky is clear,0,0
sky is clear,30,0
sky is clear,20,0
sky is clear,10,0
sky is clear,360,0
sky is clear,360,1
sky is clear,10,0
sky is clear,5,0
sky is clear,0,0
sky is clear,0,0
sky is clear,20,0
sky is clear,22,0
sky is clear,0,0
fog,30,0
fog,40,0
sky is clear,22,0
sky is clear,250,1
sky is clear,240,2
sky is clear,290,2
sky is clear,250,2
sky is clear,300,2
sky is clear,260,3
sky is clear,200,1
sky is clear,290,1
sky is clear,0,0
sky is clear,0,0
sky is clear,10,0
sky is clear,80,2
sky is clear,50,0
sky is clear,90,1
sky is clear,30,0
sky is clear,0,0
sky is clear,40,0
sky is clear,80,1
sky is clear,120,2
sky is clear,30,1
sky is clear,0,0
sky is clear,110,4
overcast clouds,120,5
sky is clear,100,4
sky is clear,0,0
sky is clear,130,4
sky is clear,130,4
sky is clear,130,4
sky is clear,140,3
sky is clear,166,2
sky is clear,192,1
sky is clear,192,1
sky is clear,192,1
sky is clear,192,1
sky is clear,192,1
sky is clear,192,1
sky is clear,146,3
sky is clear,100,4
sky is clear,50,2
sky is clear,0,0
sky is clear,90,1
sky is clear,80,1
sky is clear,0,0
sky is clear,0,0
sky is clear,100,1
sky is clear,100,1
mist,130,1
sky is clear,150,1
sky is clear,171,1
sky is clear,191,1
sky is clear,212,1
sky is clear,212,1
sky is clear,220,0
sky is clear,200,0
sky is clear,220,0
sky is clear,180,0
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,270,0
mist,0,0
mist,0,0
mist,70,0
mist,290,0
mist,310,0
mist,150,1
mist,100,0
mist,0,0
mist,0,0
mist,140,2
sky is clear,100,1
sky is clear,0,0
sky is clear,110,1
sky is clear,160,1
sky is clear,180,0
sky is clear,0,0
sky is clear,240,0
overcast clouds,232,0
overcast clouds,224,0
overcast clouds,216,1
overcast clouds,208,1
sky is clear,201,1
sky is clear,150,3
sky is clear,170,0
sky is clear,130,0
sky is clear,0,0
sky is clear,100,1
sky is clear,130,5
light intensity shower rain,100,0
light intensity shower rain,170,0
mist,80,2
light rain,80,3
mist,80,3
mist,90,5
light intensity shower rain,90,2
light intensity shower rain,90,1
mist,80,2
sky is clear,110,4
light intensity shower rain,80,2
light intensity shower rain,70,1
light intensity shower rain,70,2
light intensity shower rain,80,2
light intensity shower rain,70,2
mist,80,2
mist,80,2
mist,80,2
sky is clear,90,4
mist,70,1
mist,90,2
mist,80,2
mist,90,2
mist,80,2
sky is clear,40,1
sky is clear,90,2
sky is clear,90,1
sky is clear,80,2
light rain,80,2
light intensity shower rain,310,2
light rain,70,1
mist,80,2
mist,90,2
mist,70,2
sky is clear,80,2
sky is clear,80,2
sky is clear,80,2
sky is clear,70,1
sky is clear,80,2
sky is clear,80,2
sky is clear,80,2
light intensity shower rain,80,2
moderate rain,90,2
mist,90,3
sky is clear,100,5
overcast clouds,110,5
sky is clear,130,7
sky is clear,140,7
sky is clear,120,9
light intensity shower rain,80,3
mist,70,3
sky is clear,157,2
sky is clear,150,6
sky is clear,150,7
sky is clear,150,7
sky is clear,160,10
sky is clear,160,10
light rain,140,7
overcast clouds,120,4
light intensity shower rain,60,1
light intensity shower rain,60,1
light intensity shower rain,170,7
overcast clouds,160,6
sky is clear,160,5
overcast clouds,150,5
sky is clear,0,0
sky is clear,330,0
sky is clear,180,1
sky is clear,157,0
fog,30,1
fog,360,1
fog,360,1
fog,360,1
fog,0,0
light intensity shower rain,10,1
mist,120,4
mist,110,4
sky is clear,100,5
mist,90,5
sky is clear,110,8
broken clouds,130,7
sky is clear,130,4
light intensity shower rain,90,4
light rain,40,2
sky is clear,130,4
moderate rain,80,2
sky is clear,90,7
sky is clear,190,7
light rain,90,7
overcast clouds,90,6
sky is clear,50,0
sky is clear,0,0
sky is clear,200,5
sky is clear,200,5
sky is clear,220,5
sky is clear,220,5
sky is clear,250,6
sky is clear,290,1
mist,280,2
sky is clear,280,14
sky is clear,270,10
sky is clear,250,7
sky is clear,230,5
sky is clear,250,4
sky is clear,250,2
sky is clear,270,2
sky is clear,310,2
sky is clear,270,2
sky is clear,270,2
broken clouds,300,3
sky is clear,190,1
sky is clear,10,0
sky is clear,250,5
sky is clear,250,6
sky is clear,240,6
sky is clear,270,2
sky is clear,250,4
sky is clear,250,4
sky is clear,270,4
sky is clear,110,2
sky is clear,110,2
sky is clear,80,1
sky is clear,80,2
sky is clear,70,2
sky is clear,70,2
sky is clear,40,1
sky is clear,90,2
sky is clear,110,2
sky is clear,120,3
sky is clear,130,4
sky is clear,140,4
sky is clear,160,2
sky is clear,140,2
light rain,0,0
sky is clear,110,3
sky is clear,90,3
sky is clear,110,1
sky is clear,40,1
sky is clear,0,0
sky is clear,70,2
sky is clear,80,2
sky is clear,80,2
sky is clear,0,0
sky is clear,90,2
sky is clear,100,2
sky is clear,100,3
sky is clear,100,4
light intensity drizzle,100,3
sky is clear,100,4
sky is clear,100,4
sky is clear,90,2
light intensity shower rain,90,3
sky is clear,30,1
sky is clear,180,1
sky is clear,90,4
sky is clear,160,3
sky is clear,50,5
mist,90,2
mist,0,0
sky is clear,60,4
sky is clear,60,4
sky is clear,80,5
mist,90,6
sky is clear,120,5
mist,100,4
mist,130,9
mist,50,1
sky is clear,150,9
sky is clear,160,10
sky is clear,170,9
sky is clear,180,6
sky is clear,200,4
sky is clear,0,0
light intensity shower rain,10,0
sky is clear,320,5
sky is clear,260,3
sky is clear,240,4
sky is clear,240,4
scattered clouds,280,5
proximity shower rain,280,0
sky is clear,300,1
sky is clear,280,3
sky is clear,250,2
sky is clear,220,2
sky is clear,180,1
sky is clear,30,1
sky is clear,0,0
broken clouds,37,0
broken clouds,75,0
broken clouds,112,0
broken clouds,150,0
broken clouds,187,0
overcast clouds,225,1
overcast clouds,262,1
sky is clear,300,1
overcast clouds,280,1
overcast clouds,260,1
broken clouds,240,1
broken clouds,220,1
broken clouds,200,0
broken clouds,180,0
broken clouds,160,0
broken clouds,140,0
sky is clear,120,0
sky is clear,190,8
broken clouds,167,7
broken clouds,145,6
broken clouds,122,4
light rain,100,3
sky is clear,110,6
sky is clear,100,7
sky is clear,70,2
sky is clear,100,5
light rain,90,6
broken clouds,90,5
sky is clear,90,5
sky is clear,90,5
broken clouds,95,5
broken clouds,101,4
broken clouds,106,4
sky is clear,112,3
sky is clear,30,1
sky is clear,80,5
light intensity shower rain,100,2
sky is clear,80,5
broken clouds,70,5
sky is clear,60,4
sky is clear,70,1
sky is clear,60,1
broken clouds,70,5
sky is clear,80,5
sky is clear,45,3
sky is clear,22,1
sky is clear,90,5
sky is clear,90,4
sky is clear,350,1
sky is clear,60,4
sky is clear,70,2
sky is clear,80,3
sky is clear,110,3
sky is clear,80,2
sky is clear,0,0
sky is clear,20,0
sky is clear,340,1
sky is clear,0,0
sky is clear,140,1
sky is clear,140,1
sky is clear,10,2
sky is clear,230,3
sky is clear,320,1
sky is clear,300,8
sky is clear,0,0
sky is clear,0,0
light rain,300,2
sky is clear,100,5
light rain,360,0
sky is clear,10,1
sky is clear,170,4
light rain,20,0
sky is clear,160,2
sky is clear,0,0
light rain,0,0
sky is clear,90,1
sky is clear,80,1
sky is clear,80,2
sky is clear,80,2
sky is clear,110,3
sky is clear,110,5
sky is clear,110,4
sky is clear,110,4
sky is clear,100,4
sky is clear,100,4
sky is clear,90,5
sky is clear,80,4
sky is clear,90,7
sky is clear,90,7
light intensity shower rain,90,1
broken clouds,80,4
sky is clear,70,5
sky is clear,100,5
sky is clear,90,5
broken clouds,90,6
sky is clear,70,3
sky is clear,90,4
sky is clear,110,5
sky is clear,110,5
sky is clear,90,6
sky is clear,90,4
sky is clear,100,4
light intensity shower rain,120,3
sky is clear,70,5
overcast clouds,90,4
sky is clear,110,4
sky is clear,110,4
light intensity shower rain,0,0
sky is clear,110,2
sky is clear,110,2
sky is clear,157,0
sky is clear,100,4
sky is clear,100,4
light intensity shower rain,90,0
sky is clear,22,1
sky is clear,60,5
overcast clouds,80,1
sky is clear,80,1
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
overcast clouds,130,1
sky is clear,120,1
sky is clear,110,1
sky is clear,120,2
sky is clear,110,1
sky is clear,100,1
sky is clear,90,1
sky is clear,100,2
sky is clear,100,2
sky is clear,110,3
sky is clear,110,3
sky is clear,90,1
sky is clear,0,0
sky is clear,260,3
sky is clear,0,0
sky is clear,200,0
sky is clear,0,0
sky is clear,0,0
sky is clear,20,0
sky is clear,80,2
sky is clear,80,2
sky is clear,90,4
sky is clear,70,1
sky is clear,70,1
light intensity shower rain,60,1
sky is clear,80,3
light intensity shower rain,80,3
sky is clear,80,7
sky is clear,80,4
sky is clear,60,4
sky is clear,60,5
sky is clear,80,5
sky is clear,50,4
light rain,70,2
sky is clear,60,4
sky is clear,70,4
light intensity shower rain,50,1
sky is clear,90,6
sky is clear,90,5
sky is clear,100,5
sky is clear,100,5
sky is clear,100,2
sky is clear,120,2
sky is clear,90,2
sky is clear,90,2
sky is clear,50,2
sky is clear,90,2
light intensity shower rain,0,0
sky is clear,110,1
sky is clear,100,2
sky is clear,120,1
sky is clear,100,1
sky is clear,110,1
sky is clear,110,1
sky is clear,130,1
sky is clear,100,2
sky is clear,90,3
mist,90,4
light rain,100,3
fog,0,0
light rain,80,0
overcast clouds,80,4
sky is clear,100,5
mist,90,6
mist,110,5
sky is clear,80,6
mist,40,2
sky is clear,70,6
sky is clear,80,3
light rain,80,4
mist,90,3
mist,0,0
light rain,10,1
overcast clouds,110,1
sky is clear,100,2
sky is clear,100,2
sky is clear,130,1
sky is clear,110,2
sky is clear,90,2
overcast clouds,80,3
sky is clear,90,3
mist,30,0
sky is clear,100,1
sky is clear,100,2
sky is clear,130,2
sky is clear,160,2
sky is clear,130,3
sky is clear,120,7
sky is clear,100,0
sky is clear,140,2
sky is clear,100,2
sky is clear,90,3
sky is clear,100,3
sky is clear,90,2
sky is clear,110,3
light rain,350,0
sky is clear,40,3
sky is clear,50,2
sky is clear,30,3
sky is clear,40,2
sky is clear,130,1
sky is clear,120,2
sky is clear,90,1
sky is clear,10,2
sky is clear,10,2
light intensity shower rain,310,1
sky is clear,170,1
sky is clear,140,2
mist,100,2
sky is clear,70,1
light intensity shower rain,360,2
broken clouds,30,2
sky is clear,140,4
sky is clear,0,0
sky is clear,180,8
sky is clear,170,6
sky is clear,150,4
sky is clear,180,6
sky is clear,140,5
light intensity shower rain,50,1
broken clouds,150,4
sky is clear,50,5
light intensity shower rain,70,2
sky is clear,130,4
sky is clear,130,4
sky is clear,90,3
sky is clear,90,2
sky is clear,90,2
sky is clear,22,0
overcast clouds,100,2
sky is clear,120,2
sky is clear,160,1
sky is clear,260,3
sky is clear,300,3
sky is clear,310,3
mist,310,2
sky is clear,0,0
mist,0,0
light intensity shower rain,70,3
sky is clear,45,0
sky is clear,22,0
sky is clear,100,3
sky is clear,80,5
light rain,0,0
sky is clear,90,5
sky is clear,90,4
sky is clear,90,3
sky is clear,100,4
sky is clear,90,2
sky is clear,110,4
sky is clear,90,2
light rain,0,0
mist,0,0
sky is clear,100,2
sky is clear,90,5
sky is clear,90,2
light rain,100,4
sky is clear,90,9
overcast clouds,90,6
sky is clear,100,6
sky is clear,110,6
sky is clear,120,4
mist,130,3
broken clouds,110,5
sky is clear,130,5
sky is clear,140,4
broken clouds,100,3
sky is clear,50,1
sky is clear,90,4
light intensity drizzle,100,4
sky is clear,80,2
sky is clear,30,2
sky is clear,80,4
sky is clear,110,2
sky is clear,100,4
light intensity shower rain,90,4
sky is clear,100,5
sky is clear,100,5
sky is clear,70,1
sky is clear,110,4
light intensity shower rain,140,4
overcast clouds,80,2
sky is clear,80,3
sky is clear,90,2
overcast clouds,90,3
sky is clear,100,4
light intensity shower rain,110,4
sky is clear,337,1
sky is clear,90,2
sky is clear,90,2
light intensity drizzle,90,4
light intensity shower rain,50,1
sky is clear,100,4
sky is clear,100,4
sky is clear,45,0
sky is clear,90,5
sky is clear,90,5
sky is clear,100,3
sky is clear,110,3
sky is clear,90,5
sky is clear,100,3
sky is clear,120,6
sky is clear,90,3
sky is clear,90,2
sky is clear,70,2
sky is clear,110,4
sky is clear,90,5
sky is clear,100,4
sky is clear,130,4
sky is clear,100,4
sky is clear,100,4
light intensity shower rain,70,2
light intensity shower rain,60,2
sky is clear,130,8
sky is clear,70,5
light intensity shower rain,60,3
sky is clear,100,5
sky is clear,100,6
light intensity shower rain,50,1
overcast clouds,70,3
sky is clear,90,4
sky is clear,90,4
sky is clear,120,5
sky is clear,120,4
sky is clear,120,6
sky is clear,120,4
sky is clear,140,5
sky is clear,180,3
sky is clear,170,3
mist,190,2
sky is clear,0,0
mist,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,320,1
sky is clear,350,1
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
mist,60,0
light intensity shower rain,80,1
sky is clear,90,5
sky is clear,100,3
sky is clear,100,3
overcast clouds,110,4
mist,110,3
sky is clear,110,4
sky is clear,80,5
sky is clear,70,4
overcast clouds,60,5
sky is clear,90,3
mist,80,4
overcast clouds,70,4
sky is clear,60,5
overcast clouds,84,4
sky is clear,109,3
sky is clear,109,3
sky is clear,109,3
sky is clear,109,3
sky is clear,109,3
sky is clear,109,3
sky is clear,109,3
sky is clear,109,3
sky is clear,109,3
sky is clear,207,4
sky is clear,207,4
sky is clear,207,4
sky is clear,207,4
sky is clear,207,4
sky is clear,207,4
sky is clear,308,2
sky is clear,308,2
sky is clear,308,2
sky is clear,308,2
overcast clouds,278,2
overcast clouds,249,2
sky is clear,220,2
sky is clear,230,1
sky is clear,270,2
sky is clear,270,2
sky is clear,290,2
sky is clear,290,1
sky is clear,290,1
sky is clear,300,1
sky is clear,360,1
sky is clear,0,0
overcast clouds,360,1
sky is clear,0,0
sky is clear,360,1
sky is clear,310,3
sky is clear,310,1
sky is clear,0,0
sky is clear,0,0
light intensity shower rain,0,0
sky is clear,20,1
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,10,2
sky is clear,330,2
sky is clear,60,3
sky is clear,100,4
overcast clouds,110,3
sky is clear,100,5
sky is clear,110,7
sky is clear,110,8
sky is clear,110,7
sky is clear,110,6
sky is clear,90,1
sky is clear,180,9
sky is clear,180,9
light rain,60,0
broken clouds,240,3
sky is clear,240,6
sky is clear,240,5
sky is clear,260,4
sky is clear,270,6
sky is clear,270,6
sky is clear,250,3
sky is clear,260,4
sky is clear,220,4
sky is clear,220,2
sky is clear,230,2
sky is clear,230,1
sky is clear,210,2
sky is clear,200,3
sky is clear,210,3
sky is clear,220,2
sky is clear,130,2
sky is clear,0,0
sky is clear,100,4
sky is clear,110,4
sky is clear,100,5
sky is clear,90,4
sky is clear,50,1
sky is clear,70,0
sky is clear,90,4
sky is clear,90,2
sky is clear,90,2
sky is clear,100,4
sky is clear,50,1
sky is clear,0,0
sky is clear,140,1
sky is clear,150,1
sky is clear,120,1
sky is clear,320,1
sky is clear,0,0
sky is clear,310,8
sky is clear,300,9
sky is clear,300,10
sky is clear,300,10
sky is clear,300,9
sky is clear,290,9
sky is clear,300,8
sky is clear,300,7
sky is clear,300,6
sky is clear,10,1
sky is clear,20,1
sky is clear,100,1
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,170,1
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,100,1
sky is clear,100,1
sky is clear,130,1
sky is clear,0,0
sky is clear,310,2
sky is clear,290,1
sky is clear,300,2
sky is clear,280,3
sky is clear,260,2
sky is clear,280,2
sky is clear,310,2
sky is clear,310,5
sky is clear,80,2
sky is clear,120,5
sky is clear,120,4
sky is clear,120,3
sky is clear,90,6
sky is clear,90,4
sky is clear,80,3
sky is clear,80,2
sky is clear,0,0
sky is clear,130,1
sky is clear,130,1
sky is clear,90,1
sky is clear,160,1
sky is clear,110,4
sky is clear,100,2
sky is clear,170,1
sky is clear,210,0
sky is clear,180,1
sky is clear,270,5
sky is clear,270,2
sky is clear,210,2
sky is clear,240,2
sky is clear,260,1
sky is clear,0,0
sky is clear,0,0
sky is clear,31,0
sky is clear,62,0
sky is clear,62,0
sky is clear,118,3
sky is clear,118,3
sky is clear,118,3
sky is clear,118,3
sky is clear,118,3
sky is clear,118,3
sky is clear,104,4
sky is clear,104,4
sky is clear,104,4
sky is clear,110,3
sky is clear,90,4
sky is clear,110,4
light rain,70,5
sky is clear,80,7
sky is clear,80,7
sky is clear,90,8
sky is clear,80,8
sky is clear,60,5
sky is clear,60,6
sky is clear,70,7
sky is clear,60,6
sky is clear,70,4
sky is clear,70,6
light rain,80,2
sky is clear,70,4
sky is clear,70,4
sky is clear,70,4
sky is clear,70,4
sky is clear,90,4
sky is clear,110,3
sky is clear,100,3
sky is clear,100,3
sky is clear,180,0
sky is clear,90,5
sky is clear,100,5
mist,90,3
sky is clear,80,0
sky is clear,90,4
sky is clear,90,4
sky is clear,49,0
sky is clear,120,6
sky is clear,90,2
sky is clear,90,2
sky is clear,70,4
sky is clear,80,5
overcast clouds,70,4
light intensity shower rain,90,2
sky is clear,110,3
sky is clear,90,4
sky is clear,90,4
sky is clear,70,4
light rain,70,4
light rain,70,4
light rain,90,4
light rain,80,3
light rain,70,3
light rain,90,3
light rain,100,4
light rain,100,4
light rain,100,4
overcast clouds,130,4
light rain,120,5
light rain,120,4
overcast clouds,110,3
overcast clouds,100,3
light rain,90,3
light rain,90,2
overcast clouds,100,2
light rain,100,3
light rain,100,3
light rain,100,2
light rain,10,1
light rain,0,0
light rain,110,1
light rain,90,1
light rain,110,1
light rain,0,0
light rain,0,0
mist,310,0
sky is clear,270,1
broken clouds,280,2
mist,290,2
sky is clear,270,2
sky is clear,22,1
mist,170,0
few clouds,274,0
few clouds,274,0
overcast clouds,270,4
few clouds,274,0
few clouds,210,0
few clouds,310,2
few clouds,0,0
few clouds,0,0
few clouds,64,0
few clouds,129,0
few clouds,129,0
broken clouds,46,1
broken clouds,46,1
broken clouds,46,1
broken clouds,46,1
broken clouds,46,1
broken clouds,46,1
overcast clouds,43,1
overcast clouds,43,1
overcast clouds,43,1
overcast clouds,43,1
overcast clouds,43,1
overcast clouds,43,1
overcast clouds,43,1
few clouds,171,0
few clouds,171,0
few clouds,171,0
few clouds,171,0
few clouds,171,0
few clouds,171,0
few clouds,171,0
few clouds,171,0
few clouds,171,0
few clouds,171,0
few clouds,171,0
scattered clouds,102,2
scattered clouds,102,2
scattered clouds,102,2
scattered clouds,102,2
scattered clouds,22,0
scattered clouds,160,4
scattered clouds,90,4
scattered clouds,100,4
scattered clouds,90,1
scattered clouds,100,1
proximity shower rain,0,0
scattered clouds,100,1
proximity shower rain,0,0
proximity shower rain,120,0
broken clouds,90,2
light intensity shower rain,90,1
light intensity shower rain,80,3
broken clouds,75,2
light intensity shower rain,70,2
broken clouds,110,4
broken clouds,90,5
broken clouds,80,4
light intensity shower rain,70,3
light intensity shower rain,60,2
light rain,180,1
light rain,80,3
light rain,70,3
broken clouds,90,6
broken clouds,100,7
broken clouds,100,7
light intensity shower rain,100,7
light intensity shower rain,90,7
light intensity shower rain,70,4
light rain,100,7
overcast clouds,100,7
light rain,130,8
mist,170,1
mist,330,1
mist,320,0
light rain,0,0
light rain,30,1
fog,60,2
fog,40,1
moderate rain,100,6
moderate rain,80,3
moderate rain,80,3
light rain,70,3
moderate rain,80,2
light rain,60,2
light rain,60,2
light rain,90,1
light rain,180,0
light rain,30,1
light rain,80,1
light rain,70,1
light rain,90,2
mist,80,2
fog,80,2
fog,70,2
fog,80,2
light intensity shower rain,70,1
proximity shower rain,80,2
light rain,90,3
light rain,70,3
light rain,70,3
light rain,70,4
light rain,90,11
light rain,100,12
light rain,100,11
light rain,110,10
light intensity shower rain,70,5
light intensity shower rain,70,3
light rain,60,2
light rain,80,2
light intensity shower rain,90,2
light intensity shower rain,80,2
light rain,70,2
light rain,70,2
light intensity shower rain,70,1
light intensity shower rain,70,2
proximity shower rain,80,2
light intensity shower rain,90,6
moderate rain,90,3
mist,70,3
fog,70,3
light rain,70,2
light rain,70,1
light rain,80,1
light rain,70,1
light rain,90,1
light rain,40,0
light rain,320,1
light rain,100,0
light rain,0,0
light rain,50,0
light rain,40,1
light rain,70,1
light rain,80,1
light rain,50,1
light rain,80,2
light rain,70,2
light rain,70,2
sky is clear,80,2
sky is clear,70,2
sky is clear,70,2
sky is clear,80,3
sky is clear,70,3
sky is clear,80,3
light rain,80,3
light intensity shower rain,70,3
light rain,80,3
light rain,70,4
light rain,70,1
light rain,70,1
proximity shower rain,90,1
light intensity shower rain,10,0
moderate rain,270,0
light intensity shower rain,340,1
light rain,10,0
light rain,20,1
light intensity shower rain,10,1
light intensity shower rain,70,1
moderate rain,0,0
light intensity shower rain,50,0
light intensity shower rain,30,1
light rain,0,0
light rain,40,1
light rain,30,0
light rain,0,0
light intensity shower rain,0,0
heavy intensity rain,300,1
heavy intensity rain,0,0
light rain,40,1
broken clouds,40,3
light rain,30,0
light rain,157,0
light rain,20,0
light rain,0,0
light rain,10,0
light rain,30,0
light rain,30,1
light rain,40,0
light rain,30,1
light rain,20,1
sky is clear,30,1
sky is clear,40,1
sky is clear,20,0
sky is clear,30,0
sky is clear,40,1
sky is clear,70,1
sky is clear,80,2
light intensity drizzle,110,0
light intensity drizzle,60,2
sky is clear,50,2
sky is clear,70,2
proximity shower rain,70,2
heavy snow,80,2
heavy snow,20,2
mist,70,2
light intensity shower rain,90,4
light rain,80,6
light rain,79,4
light rain,79,4
light rain,79,4
light rain,79,4
light rain,79,4
light rain,79,4
light rain,79,4
moderate rain,85,4
moderate rain,85,4
moderate rain,85,4
moderate rain,85,4
moderate rain,85,4
light rain,60,3
light rain,60,3
light rain,70,3
light rain,70,3
light intensity shower rain,80,3
shower rain,70,3
mist,100,5
light rain,45,0
mist,110,4
overcast clouds,120,5
light rain,80,1
light intensity shower rain,90,1
mist,50,0
mist,40,0
light intensity shower rain,30,0
broken clouds,96,0
broken clouds,162,0
scattered clouds,228,0
few clouds,294,0
mist,360,0
mist,30,0
light intensity shower rain,10,0
light intensity shower rain,20,0
light intensity shower rain,10,0
fog,20,0
fog,60,0
mist,30,1
fog,0,0
mist,320,0
mist,40,0
mist,0,0
sky is clear,0,0
mist,180,0
sky is clear,310,3
mist,0,0
mist,0,0
mist,0,0
mist,10,1
sky is clear,10,1
sky is clear,360,1
sky is clear,360,1
sky is clear,20,0
sky is clear,360,0
sky is clear,10,1
sky is clear,10,1
sky is clear,0,0
sky is clear,0,0
sky is clear,50,0
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,40,0
fog,10,1
mist,0,0
sky is clear,0,0
scattered clouds,260,1
scattered clouds,235,1
scattered clouds,210,0
scattered clouds,0,0
scattered clouds,0,0
scattered clouds,0,0
few clouds,320,3
scattered clouds,10,1
scattered clouds,20,1
few clouds,20,1
scattered clouds,20,0
scattered clouds,30,0
overcast clouds,10,1
overcast clouds,360,0
overcast clouds,0,0
overcast clouds,10,1
overcast clouds,20,0
fog,360,1
overcast clouds,10,1
overcast clouds,20,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,150,1
overcast clouds,220,1
overcast clouds,320,4
overcast clouds,280,4
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,360,0
overcast clouds,360,1
overcast clouds,10,1
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,30,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
broken clouds,280,0
broken clouds,0,0
broken clouds,0,0
